Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
RGB48,SK6812MINI-E,LED_SK6812MINI-E_Reverse Clearence fixed with 3d,238.129106,-86.031377,0.0,bottom
RGB49,SK6812MINI-E,LED_SK6812MINI-E_Reverse Clearence fixed with 3d,257.179106,-86.031377,0.0,bottom
RGB5,SK6812MINI-E,LED_SK6812MINI-E_Reverse Clearence fixed with 3d,133.354106,-43.168877,0.0,bottom
RGB50,SK6812MINI-E,LED_SK6812MINI-E_Reverse Clearence fixed with 3d,276.229106,-86.031377,0.0,bottom
RGB51,SK6812MINI-E,LED_SK6812MINI-E_Reverse Clearence fixed with 3d,300.041606,-86.031377,0.0,bottom
RGB52,SK6812MINI-E,LED_SK6812MINI-E_Reverse Clearence fixed with 3d,328.616606,-86.031377,0.0,bottom
RGB53,SK6812MINI-E,LED_SK6812MINI-E_Reverse Clearence fixed with 3d,352.429106,-86.031377,0.0,bottom
RGB54,SK6812MINI-E,LED_SK6812MINI-E_Reverse Clearence fixed with 3d,371.479106,-86.031377,0.0,bottom
RGB55,SK6812MINI-E,LED_SK6812MINI-E_Reverse Clearence fixed with 3d,390.529106,-86.031377,0.0,bottom
RGB56,SK6812MINI-E,LED_SK6812MINI-E_Reverse Clearence fixed with 3d,409.579106,-95.556377,0.0,bottom
RGB57,SK6812MINI-E,LED_SK6812MINI-E_Reverse Clearence fixed with 3d,45.247856,-105.081377,0.0,bottom
RGB58,SK6812MINI-E,LED_SK6812MINI-E_Reverse Clearence fixed with 3d,71.441606,-105.081377,0.0,bottom
RGB59,SK6812MINI-E,LED_SK6812MINI-E_Reverse Clearence fixed with 3d,90.491606,-105.081377,0.0,bottom
RGB6,SK6812MINI-E,LED_SK6812MINI-E_Reverse Clearence fixed with 3d,161.929106,-43.168877,0.0,bottom
RGB60,SK6812MINI-E,LED_SK6812MINI-E_Reverse Clearence fixed with 3d,109.541606,-105.081377,0.0,bottom
RGB61,SK6812MINI-E,LED_SK6812MINI-E_Reverse Clearence fixed with 3d,128.591606,-105.081377,0.0,bottom
RGB62,SK6812MINI-E,LED_SK6812MINI-E_Reverse Clearence fixed with 3d,147.641606,-105.081377,0.0,bottom
RGB63,SK6812MINI-E,LED_SK6812MINI-E_Reverse Clearence fixed with 3d,166.691606,-105.081377,0.0,bottom
RGB64,SK6812MINI-E,LED_SK6812MINI-E_Reverse Clearence fixed with 3d,185.741606,-105.081377,0.0,bottom
RGB65,SK6812MINI-E,LED_SK6812MINI-E_Reverse Clearence fixed with 3d,204.791606,-105.081377,0.0,bottom
RGB66,SK6812MINI-E,LED_SK6812MINI-E_Reverse Clearence fixed with 3d,223.841606,-105.081377,0.0,bottom
RGB67,SK6812MINI-E,LED_SK6812MINI-E_Reverse Clearence fixed with 3d,242.891606,-105.081377,0.0,bottom
RGB68,SK6812MINI-E,LED_SK6812MINI-E_Reverse Clearence fixed with 3d,261.941606,-105.081377,0.0,bottom
RGB69,SK6812MINI-E,LED_SK6812MINI-E_Reverse Clearence fixed with 3d,292.897856,-105.081377,0.0,bottom
RGB7,SK6812MINI-E,LED_SK6812MINI-E_Reverse Clearence fixed with 3d,180.979106,-43.168877,0.0,bottom
RGB70,SK6812MINI-E,LED_SK6812MINI-E_Reverse Clearence fixed with 3d,328.616606,-105.081377,0.0,bottom
RGB71,SK6812MINI-E,LED_SK6812MINI-E_Reverse Clearence fixed with 3d,352.429106,-105.081377,0.0,bottom
RGB72,SK6812MINI-E,LED_SK6812MINI-E_Reverse Clearence fixed with 3d,371.479106,-105.081377,0.0,bottom
RGB73,SK6812MINI-E,LED_SK6812MINI-E_Reverse Clearence fixed with 3d,390.529106,-105.081377,0.0,bottom
RGB74,SK6812MINI-E,LED_SK6812MINI-E_Reverse Clearence fixed with 3d,50.010356,-124.131377,0.0,bottom
RGB75,SK6812MINI-E,LED_SK6812MINI-E_Reverse Clearence fixed with 3d,80.966606,-124.131377,0.0,bottom
RGB76,SK6812MINI-E,LED_SK6812MINI-E_Reverse Clearence fixed with 3d,100.016606,-124.131377,0.0,bottom
RGB77,SK6812MINI-E,LED_SK6812MINI-E_Reverse Clearence fixed with 3d,119.066606,-124.131377,0.0,bottom
RGB78,SK6812MINI-E,LED_SK6812MINI-E_Reverse Clearence fixed with 3d,138.116606,-124.131377,0.0,bottom
RGB79,SK6812MINI-E,LED_SK6812MINI-E_Reverse Clearence fixed with 3d,157.166606,-124.131377,0.0,bottom
RGB8,SK6812MINI-E,LED_SK6812MINI-E_Reverse Clearence fixed with 3d,200.029106,-43.168877,0.0,bottom
RGB80,SK6812MINI-E,LED_SK6812MINI-E_Reverse Clearence fixed with 3d,176.216606,-124.131377,0.0,bottom
RGB81,SK6812MINI-E,LED_SK6812MINI-E_Reverse Clearence fixed with 3d,195.266606,-124.131377,0.0,bottom
RGB82,SK6812MINI-E,LED_SK6812MINI-E_Reverse Clearence fixed with 3d,214.316606,-124.131377,0.0,bottom
RGB83,SK6812MINI-E,LED_SK6812MINI-E_Reverse Clearence fixed with 3d,233.366606,-124.131377,0.0,bottom
RGB84,SK6812MINI-E,LED_SK6812MINI-E_Reverse Clearence fixed with 3d,252.416606,-124.131377,0.0,bottom
RGB85,SK6812MINI-E,LED_SK6812MINI-E_Reverse Clearence fixed with 3d,278.610356,-124.131377,0.0,bottom
RGB86,SK6812MINI-E,LED_SK6812MINI-E_Reverse Clearence fixed with 3d,352.429106,-124.131377,0.0,bottom
RGB87,SK6812MINI-E,LED_SK6812MINI-E_Reverse Clearence fixed with 3d,371.479106,-124.131377,0.0,bottom
RGB88,SK6812MINI-E,LED_SK6812MINI-E_Reverse Clearence fixed with 3d,390.529106,-124.131377,0.0,bottom
RGB89,SK6812MINI-E,LED_SK6812MINI-E_Reverse Clearence fixed with 3d,409.579106,-133.656377,0.0,bottom
RGB9,SK6812MINI-E,LED_SK6812MINI-E_Reverse Clearence fixed with 3d,219.079106,-43.168877,0.0,bottom
RGB90,SK6812MINI-E,LED_SK6812MINI-E_Reverse Clearence fixed with 3d,309.566606,-128.893877,0.0,bottom
RGB91,SK6812MINI-E,LED_SK6812MINI-E_Reverse Clearence fixed with 3d,40.485356,-143.181377,0.0,bottom
RGB92,SK6812MINI-E,LED_SK6812MINI-E_Reverse Clearence fixed with 3d,64.297856,-143.181377,0.0,bottom
RGB93,SK6812MINI-E,LED_SK6812MINI-E_Reverse Clearence fixed with 3d,88.110356,-143.181377,0.0,bottom
RGB94,SK6812MINI-E,LED_SK6812MINI-E_Reverse Clearence fixed with 3d,159.547856,-143.181377,0.0,bottom
RGB95,SK6812MINI-E,LED_SK6812MINI-E_Reverse Clearence fixed with 3d,228.604106,-143.181377,0.0,bottom
RGB96,SK6812MINI-E,LED_SK6812MINI-E_Reverse Clearence fixed with 3d,247.654106,-143.181377,0.0,bottom
RGB97,SK6812MINI-E,LED_SK6812MINI-E_Reverse Clearence fixed with 3d,266.704106,-143.181377,0.0,bottom
RGB98,SK6812MINI-E,LED_SK6812MINI-E_Reverse Clearence fixed with 3d,361.954106,-143.181377,0.0,bottom
RGB99,SK6812MINI-E,LED_SK6812MINI-E_Reverse Clearence fixed with 3d,390.529106,-143.181377,0.0,bottom
STAT1,LED red,LED_0603_1608Metric,311.239428,-54.315,0.0,bottom
U1,W25Q128JVS,C97521_SOIC-8_L5_3-W5_3-P1_27-LS8_0-BL,325.6378,-51.166823,90.0,bottom
U2,SN74LVC1T45DBV,C7843_SOT-23-6_L2_9-W1_6-P0_95-LS2_8-BR,54.705308,-35.809778,180.0,bottom
U3,RP2040,QFN-56-1EP_7x7mm_P0.4mm_EP3.2x3.2mm,315.86,-46.08,90.0,bottom
U4,MCP1700T-3302E/TT,C39051_SOT-23-3_L2_9-W1_6-P1_90-LS2_8-BR,342.06,-47.320001,90.0,bottom
U5,USBLC6-2SC6,C7519_SOT-23-6_L2_9-W1_6-P0_95-LS2_8-BL,338.52,-38.5,0.0,bottom
USB1,TYPE-C 16PIN 2MD(073),C2765186_USB-C-SMD_TYPE-C-16PIN-2MD-073,340.0,-27.8275,180.0,bottom
Y1,12 MHz,C9002_CRYSTAL-SMD_4P-L3_2-W2_5-BL,308.315822,-48.81322,180.0,bottom
